AISC_Manual_Label,W,A,Ix (in^4),Sx
HSS4X0.237,9.53,2.61,4.68,2.34
HSS4X0.226,9.12,2.50,4.50,2.25
HSS4X0.220,8.89,2.44,4.41,2.21
HSS4X0.188,7.66,2.09,3.83,1.92
HSS4X0.125,5.18,1.42,2.67,1.34
HSS3.500X0.313,10.66,2.93,3.81,2.18
HSS3.500X0.300,10.26,2.82,3.69,2.11
HSS3.500X0.250,8.69,2.39,3.21,1.83
HSS3.500X0.216,7.58,2.08,2.84,1.63
HSS3.500X0.203,7.15,1.97,2.70,1.54
HSS3.500X0.188,6.66,1.82,2.52,1.44
HSS3.500X0.125,4.51,1.23,1.77,1.01
HSS3X0.250,7.35,2.03,1.95,1.30
HSS3X0.216,6.43,1.77,1.74,1.16
HSS3X0.203,6.07,1.67,1.66,1.10
HSS3X0.188,5.65,1.54,1.55,1.03
HSS3X0.152,4.63,1.27,1.30,0.87
HSS3X0.134,4.11,1.12,1.16,0.77
HSS3X0.125,3.84,1.05,1.09,0.73
HSS2.875X0.250,7.02,1.93,1.70,1.18
HSS2.875X0.203,5.80,1.59,1.45,1.01
HSS2.875X0.188,5.40,1.48,1.35,0.94
HSS2.875X0.125,3.67,1.01,0.96,0.67
HSS2.500X0.250,6.01,1.66,1.08,0.86
HSS2.500X0.188,4.65,1.27,0.87,0.69
HSS2.500X0.125,3.17,0.87,0.62,0.50
HSS2.375X0.250,5.68,1.57,0.91,0.77
HSS2.375X0.218,5.03,1.39,0.82,0.69
HSS2.375X0.188,4.40,1.20,0.73,0.62
HSS2.375X0.154,3.66,1.00,0.63,0.53
HSS2.375X0.125,3.01,0.82,0.53,0.44
HSS1.900X0.188,3.44,0.94,0.36,0.37
HSS1.900X0.145,2.72,0.75,0.29,0.31
HSS1.900X0.120,2.28,0.62,0.25,0.26
HSS1.660X0.140,2.27,0.63,0.18,0.22
Pipe12STD,49.60,13.70,262.00,41.00
Pipe10STD,40.50,11.50,151.00,28.10
Pipe8STD,28.60,7.85,68.10,15.80
Pipe6STD,19.00,5.20,26.50,7.99
Pipe5STD,14.60,4.01,14.30,5.14
Pipe4STD,10.80,2.96,6.82,3.03
Pipe3-1/2STD,9.12,2.50,4.52,2.26
Pipe3STD,7.58,2.07,2.85,1.63
Pipe2-1/2STD,5.80,1.61,1.45,1.01
Pipe2STD,3.66,1.02,0.63,0.53
Pipe1-1/2STD,2.72,0.75,0.29,0.31
Pipe1-1/4STD,2.27,0.63,0.18,0.22
Pipe1STD,1.68,0.47,0.08,0.13
Pipe3/4STD,1.13,0.31,0.04,0.07
Pipe1/2STD,0.85,0.23,0.02,0.04
Pipe12XS,65.50,17.50,339.00,53.20
Pipe10XS,54.80,15.10,199.00,37.00
Pipe8XS,43.40,11.90,100.00,23.10
Pipe6XS,28.60,7.83,38.30,11.60
Pipe5XS,20.80,5.73,19.50,7.02
Pipe4XS,15.00,4.14,9.12,4.05
Pipe3-1/2XS,12.50,3.43,5.94,2.97
Pipe3XS,10.30,2.83,3.70,2.11
Pipe2-1/2XS,7.67,2.10,1.83,1.27
Pipe2XS,5.03,1.40,0.83,0.70
Pipe1-1/2XS,3.63,1.00,0.37,0.39
Pipe1-1/4XS,3.00,0.84,0.23,0.28
Pipe1XS,2.17,0.60,0.10,0.15
Pipe3/4XS,1.48,0.41,0.04,0.08
Pipe1/2XS,1.09,0.30,0.02,0.05
Pipe8XXS,72.50,20.00,154.00,35.80
Pipe6XXS,53.20,14.70,63.50,19.20
Pipe5XXS,38.60,10.70,32.20,11.60
Pipe4XXS,27.60,7.66,14.70,6.53
Pipe3XXS,18.60,5.17,5.79,3.31
Pipe2-1/2XXS,13.70,3.83,2.78,1.94
Pipe2XXS,9.04,2.51,1.27,1.07
W1100X499,499.00,63500.00,12900000000.00,23100000000.00
W1100X433,433.00,55100.00,11200000000.00,20300000000.00
W1100X390,390.00,49800.00,9500000000.00,17500000000.00
W1100X343,343.00,43700.00,7800000000.00,14700000000.00
W1000X883,883.00,112000.00,6100000000.00,11900000000.00
W1000X748,748.00,95500.00,4400000000.00,9100000000.00
W1000X642,642.00,81900.00,2700000000.00,6300000000.00
W1000X591,591.00,75500.00,1000000000.00,3500000000.00
W1000X554,554.00,71000.00,-700000000.00,700000000.00
W1000X539,539.00,68400.00,-2400000000.00,-2100000000.00
W1000X483,483.00,61500.00,-4100000000.00,-4900000000.00
W1000X443,443.00,56300.00,-5800000000.00,-7700000000.00
W1000X412,412.00,52600.00,-7500000000.00,-10500000000.00
W1000X371,371.00,47400.00,-9200000000.00,-13300000000.00
W1000X321,321.00,41000.00,-10900000000.00,-16100000000.00
W1000X296,296.00,37900.00,-12600000000.00,-18900000000.00
W1000X584,584.00,74800.00,-14300000000.00,-21700000000.00
W1000X494,494.00,63000.00,-16000000000.00,-24500000000.00
W1000X486,486.00,61900.00,-17700000000.00,-27300000000.00
W1000X438,438.00,55600.00,-19400000000.00,-30100000000.00
W1000X415,415.00,53100.00,-21100000000.00,-32900000000.00
W1000X393,393.00,49900.00,-22800000000.00,-35700000000.00
W1000X350,350.00,44600.00,-24500000000.00,-38500000000.00
W1000X314,314.00,40100.00,-26200000000.00,-41300000000.00
W1000X272,272.00,34400.00,-27900000000.00,-44100000000.00
W1000X249,249.00,31800.00,-29600000000.00,-46900000000.00
W1000X222,222.00,28300.00,-31300000000.00,-49700000000.00
W920X970,970.00,124000.00,-33000000000.00,-52500000000.00
W920X787,787.00,101000.00,-34700000000.00,-55300000000.00
W920X725,725.00,92300.00,-36400000000.00,-58100000000.00
W920X656,656.00,83900.00,-38100000000.00,-60900000000.00
W920X588,588.00,74800.00,-39800000000.00,-63700000000.00
W920X537,537.00,68400.00,-41500000000.00,-66500000000.00
W920X491,491.00,62500.00,-43200000000.00,-69300000000.00
W920X449,449.00,57400.00,-44900000000.00,-72100000000.00
W920X420,420.00,53500.00,-46600000000.00,-74900000000.00
W920X390,390.00,49800.00,-48300000000.00,-77700000000.00
W920X368,368.00,46800.00,-50000000000.00,-80500000000.00
W920X344,344.00,44000.00,-51700000000.00,-83300000000.00
W920X381,381.00,48600.00,-53400000000.00,-86100000000.00
W920X345,345.00,43900.00,-55100000000.00,-88900000000.00
W920X313,313.00,39900.00,-56800000000.00,-91700000000.00
W920X289,289.00,36800.00,-58500000000.00,-94500000000.00
W920X271,271.00,34600.00,-60200000000.00,-97300000000.00
W920X253,253.00,32300.00,-61900000000.00,-100100000000.00
W920X238,238.00,30300.00,-63600000000.00,-102900000000.00
W920X223,223.00,28600.00,-65300000000.00,-105700000000.00
W920X201,201.00,25700.00,-67000000000.00,-108500000000.00
W840X576,576.00,73500.00,-68700000000.00,-111300000000.00
W840X527,527.00,67100.00,-70400000000.00,-114100000000.00
W840X473,473.00,60500.00,-72100000000.00,-116900000000.00
W840X433,433.00,55200.00,-73800000000.00,-119700000000.00
W840X392,392.00,49900.00,-75500000000.00,-122500000000.00
W840X359,359.00,45900.00,-77200000000.00,-125300000000.00
W840X329,329.00,42100.00,-78900000000.00,-128100000000.00
W840X299,299.00,38100.00,-80600000000.00,-130900000000.00
W840X251,251.00,31900.00,-82300000000.00,-133700000000.00
W840X226,226.00,29000.00,-84000000000.00,-136500000000.00
W840X210,210.00,26800.00,-85700000000.00,-139300000000.00
W840X193,193.00,24700.00,-87400000000.00,-142100000000.00
W840X176,176.00,22400.00,-89100000000.00,-144900000000.00
W760X582,582.00,74200.00,-90800000000.00,-147700000000.00
W760X531,531.00,67700.00,-92500000000.00,-150500000000.00
W760X484,484.00,61900.00,-94200000000.00,-153300000000.00
W760X434,434.00,55500.00,-95900000000.00,-156100000000.00
W760X389,389.00,49700.00,-97600000000.00,-158900000000.00
W760X350,350.00,44700.00,-99300000000.00,-161700000000.00
W760X314,314.00,40200.00,-101000000000.00,-164500000000.00
W760X284,284.00,36200.00,-102700000000.00,-167300000000.00
W760X257,257.00,32800.00,-104400000000.00,-170100000000.00
W760X220,220.00,28100.00,-106100000000.00,-172900000000.00
W760X196,196.00,25000.00,-107800000000.00,-175700000000.00
W760X185,185.00,23500.00,-109500000000.00,-178500000000.00
W760X173,173.00,22100.00,-111200000000.00,-181300000000.00
W760X161,161.00,20500.00,-112900000000.00,-184100000000.00
W760X147,147.00,18700.00,-114600000000.00,-186900000000.00
W760X134,134.00,17000.00,-116300000000.00,-189700000000.00
W690X802,802.00,103000.00,-118000000000.00,-192500000000.00
W690X548,548.00,70300.00,-119700000000.00,-195300000000.00
W690X500,500.00,64000.00,-121400000000.00,-198100000000.00
W690X457,457.00,58200.00,-123100000000.00,-200900000000.00
W690X419,419.00,53600.00,-124800000000.00,-203700000000.00
W690X384,384.00,49100.00,-126500000000.00,-206500000000.00
W690X350,350.00,44800.00,-128200000000.00,-209300000000.00
W690X323,323.00,41200.00,-129900000000.00,-212100000000.00
W690X289,289.00,36800.00,-131600000000.00,-214900000000.00
W690X265,265.00,33900.00,-133300000000.00,-217700000000.00
W690X240,240.00,30700.00,-135000000000.00,-220500000000.00
W690X217,217.00,27900.00,-136700000000.00,-223300000000.00
W690X192,192.00,24400.00,-138400000000.00,-226100000000.00
W690X170,170.00,21700.00,-140100000000.00,-228900000000.00
W690X152,152.00,19400.00,-141800000000.00,-231700000000.00
W690X140,140.00,17800.00,-143500000000.00,-234500000000.00
W690X125,125.00,15900.00,-145200000000.00,-237300000000.00
W610X551,551.00,70300.00,-146900000000.00,-240100000000.00
W610X498,498.00,63400.00,-148600000000.00,-242900000000.00
W610X455,455.00,57900.00,-150300000000.00,-245700000000.00
W610X415,415.00,52800.00,-152000000000.00,-248500000000.00
W610X372,372.00,47400.00,-153700000000.00,-251300000000.00
W610X341,341.00,43400.00,-155400000000.00,-254100000000.00
W610X307,307.00,39200.00,-157100000000.00,-256900000000.00
W610X285,285.00,36500.00,-158800000000.00,-259700000000.00
W610X262,262.00,33400.00,-160500000000.00,-262500000000.00
W610X241,241.00,30800.00,-162200000000.00,-265300000000.00
W610X217,217.00,27700.00,-163900000000.00,-268100000000.00
W610X195,195.00,24900.00,-165600000000.00,-270900000000.00
W610X174,174.00,22200.00,-167300000000.00,-273700000000.00
W610X155,155.00,19800.00,-169000000000.00,-276500000000.00
W610X153,153.00,19500.00,-170700000000.00,-279300000000.00
W610X140,140.00,17900.00,-172400000000.00,-282100000000.00
W610X125,125.00,15900.00,-174100000000.00,-284900000000.00
W610X113,113.00,14500.00,-175800000000.00,-287700000000.00
W610X101,101.00,13000.00,-177500000000.00,-290500000000.00
W610X92,92.00,11700.00,-179200000000.00,-293300000000.00
W610X82,82.00,10500.00,-180900000000.00,-296100000000.00
W530X300,300.00,38300.00,-182600000000.00,-298900000000.00
W530X272,272.00,34600.00,-184300000000.00,-301700000000.00
W530X248,248.00,31500.00,-186000000000.00,-304500000000.00
W530X219,219.00,27900.00,-187700000000.00,-307300000000.00
W530X196,196.00,25000.00,-189400000000.00,-310100000000.00
W530X182,182.00,23200.00,-191100000000.00,-312900000000.00
W530X165,165.00,21000.00,-192800000000.00,-315700000000.00
W530X150,150.00,19200.00,-194500000000.00,-318500000000.00
W530X138,138.00,17600.00,-196200000000.00,-321300000000.00
W530X123,123.00,15700.00,-197900000000.00,-324100000000.00
W530X109,109.00,13900.00,-199600000000.00,-326900000000.00
W530X101,101.00,12900.00,-201300000000.00,-329700000000.00
W530X92,92.00,11800.00,-203000000000.00,-332500000000.00
W530X82,82.00,10500.00,-204700000000.00,-335300000000.00
W530X72,72.00,9100.00,-206400000000.00,-338100000000.00
W530X85,85.00,10800.00,-208100000000.00,-340900000000.00
W530X74,74.00,9480.00,-209800000000.00,-343700000000.00
W530X66,66.00,8390.00,-211500000000.00,-346500000000.00
W460X464,464.00,59100.00,-213200000000.00,-349300000000.00
W460X421,421.00,53700.00,-214900000000.00,-352100000000.00
W460X384,384.00,49000.00,-216600000000.00,-354900000000.00
W460X349,349.00,44300.00,-218300000000.00,-357700000000.00
W460X315,315.00,40200.00,-220000000000.00,-360500000000.00
W460X286,286.00,36300.00,-221700000000.00,-363300000000.00
W460X260,260.00,33200.00,-223400000000.00,-366100000000.00
W460X235,235.00,29900.00,-225100000000.00,-368900000000.00
W460X213,213.00,27100.00,-226800000000.00,-371700000000.00
W460X193,193.00,24700.00,-228500000000.00,-374500000000.00
W460X177,177.00,22600.00,-230200000000.00,-377300000000.00
W460X158,158.00,20100.00,-231900000000.00,-380100000000.00
W460X144,144.00,18400.00,-233600000000.00,-382900000000.00
W460X128,128.00,16300.00,-235300000000.00,-385700000000.00
W460X113,113.00,14400.00,-237000000000.00,-388500000000.00
W460X106,106.00,13500.00,-238700000000.00,-391300000000.00
W460X97,97.00,12300.00,-240400000000.00,-394100000000.00
W460X89,89.00,11400.00,-242100000000.00,-396900000000.00
W460X82,82.00,10500.00,-243800000000.00,-399700000000.00
W460X74,74.00,9480.00,-245500000000.00,-402500000000.00
W460X68,68.00,8710.00,-247200000000.00,-405300000000.00
W460X60,60.00,7610.00,-248900000000.00,-408100000000.00
W460X52,52.00,6650.00,-250600000000.00,-410900000000.00
W410X149,149.00,19000.00,-252300000000.00,-413700000000.00
W410X132,132.00,16900.00,-254000000000.00,-416500000000.00
W410X114,114.00,14600.00,-255700000000.00,-419300000000.00
W410X100,100.00,12600.00,-257400000000.00,-422100000000.00
W410X85,85.00,10800.00,-259100000000.00,-424900000000.00
W410X75,75.00,9480.00,-260800000000.00,-427700000000.00
W410X67,67.00,8580.00,-262500000000.00,-430500000000.00
W410X60,60.00,7610.00,-264200000000.00,-433300000000.00
W410X53,53.00,6840.00,-265900000000.00,-436100000000.00
W410X46.1,46.10,5890.00,-267600000000.00,-438900000000.00
W410X38.8,38.80,4950.00,-269300000000.00,-441700000000.00
W360X1086,1090.00,139000.00,-271000000000.00,-444500000000.00
W360X990,990.00,126000.00,-272700000000.00,-447300000000.00
W360X900,900.00,115000.00,-274400000000.00,-450100000000.00
W360X818,818.00,105000.00,-276100000000.00,-452900000000.00
W360X744,744.00,94800.00,-277800000000.00,-455700000000.00
W360X677,677.00,86500.00,-279500000000.00,-458500000000.00
W360X634,634.00,80600.00,-281200000000.00,-461300000000.00
W360X592,592.00,75500.00,-282900000000.00,-464100000000.00
W360X551,551.00,70300.00,-284600000000.00,-466900000000.00
W360X509,509.00,65200.00,-286300000000.00,-469700000000.00
W360X463,463.00,59000.00,-288000000000.00,-472500000000.00
W360X421,421.00,53700.00,-289700000000.00,-475300000000.00
W360X382,382.00,48800.00,-291400000000.00,-478100000000.00
W360X347,347.00,44200.00,-293100000000.00,-480900000000.00
W360X314,314.00,40000.00,-294800000000.00,-483700000000.00
W360X287,287.00,36600.00,-296500000000.00,-486500000000.00
W360X262,262.00,33400.00,-298200000000.00,-489300000000.00
W360X237,237.00,30100.00,-299900000000.00,-492100000000.00
W360X216,216.00,27500.00,-301600000000.00,-494900000000.00
W360X196,196.00,25000.00,-303300000000.00,-497700000000.00
W360X179,179.00,22800.00,-305000000000.00,-500500000000.00
W360X162,162.00,20600.00,-306700000000.00,-503300000000.00
W360X147,147.00,18800.00,-308400000000.00,-506100000000.00
W360X134,134.00,17100.00,-310100000000.00,-508900000000.00
W360X122,122.00,15500.00,-311800000000.00,-511700000000.00
W360X110,110.00,14100.00,-313500000000.00,-514500000000.00
W360X101,101.00,12900.00,-315200000000.00,-517300000000.00
W360X91,91.00,11500.00,-316900000000.00,-520100000000.00
W360X79,79.00,10100.00,-318600000000.00,-522900000000.00
W360X72,72.00,9100.00,-320300000000.00,-525700000000.00
W360X64,64.00,8130.00,-322000000000.00,-528500000000.00
W360X57.8,57.80,7230.00,-323700000000.00,-531300000000.00
W360X51,51.00,6450.00,-325400000000.00,-534100000000.00
W360X44,44.00,5710.00,-327100000000.00,-536900000000.00
W360X39,39.00,4960.00,-328800000000.00,-539700000000.00
W360X32.9,32.90,4190.00,-330500000000.00,-542500000000.00
W310X500,500.00,63800.00,-332200000000.00,-545300000000.00
W310X454,454.00,57700.00,-333900000000.00,-548100000000.00
W310X415,415.00,52800.00,-335600000000.00,-550900000000.00
W310X375,375.00,47800.00,-337300000000.00,-553700000000.00
W310X342,342.00,43700.00,-339000000000.00,-556500000000.00
W310X313,313.00,39900.00,-340700000000.00,-559300000000.00
W310X283,283.00,36100.00,-342400000000.00,-562100000000.00
W310X253,253.00,32300.00,-344100000000.00,-564900000000.00
W310X226,226.00,28800.00,-345800000000.00,-567700000000.00
W310X202,202.00,25700.00,-347500000000.00,-570500000000.00
W310X179,179.00,22700.00,-349200000000.00,-573300000000.00
W310X158,158.00,20100.00,-350900000000.00,-576100000000.00
W310X143,143.00,18200.00,-352600000000.00,-578900000000.00
W310X129,129.00,16500.00,-354300000000.00,-581700000000.00
W310X117,117.00,15000.00,-356000000000.00,-584500000000.00
W310X107,107.00,13600.00,-357700000000.00,-587300000000.00
W310X97,97.00,12300.00,-359400000000.00,-590100000000.00
W310X86,86.00,11000.00,-361100000000.00,-592900000000.00
W310X79,79.00,10100.00,-362800000000.00,-595700000000.00
W310X74,74.00,9420.00,-364500000000.00,-598500000000.00
W310X67,67.00,8450.00,-366200000000.00,-601300000000.00
W310X60,60.00,7550.00,-367900000000.00,-604100000000.00
W310X52,52.00,6650.00,-369600000000.00,-606900000000.00
W310X44.5,44.50,5670.00,-371300000000.00,-609700000000.00
W310X38.7,38.70,4940.00,-373000000000.00,-612500000000.00
W310X32.7,32.70,4180.00,-374700000000.00,-615300000000.00
W310X28.3,28.30,3590.00,-376400000000.00,-618100000000.00
W310X23.8,23.80,3040.00,-378100000000.00,-620900000000.00
W310X21,21.00,2680.00,-379800000000.00,-623700000000.00
W250X167,167.00,21200.00,-381500000000.00,-626500000000.00
W250X149,149.00,18900.00,-383200000000.00,-629300000000.00
W250X131,131.00,16800.00,-384900000000.00,-632100000000.00
W250X115,115.00,14600.00,-386600000000.00,-634900000000.00
W250X101,101.00,12800.00,-388300000000.00,-637700000000.00
W250X89,89.00,11400.00,-390000000000.00,-640500000000.00
W250X80,80.00,10200.00,-391700000000.00,-643300000000.00
W250X73,73.00,9290.00,-393400000000.00,-646100000000.00
W250X67,67.00,8580.00,-395100000000.00,-648900000000.00
W250X58,58.00,7420.00,-396800000000.00,-651700000000.00
W250X49.1,49.10,6260.00,-398500000000.00,-654500000000.00
W250X44.8,44.80,5700.00,-400200000000.00,-657300000000.00
W250X38.5,38.50,4910.00,-401900000000.00,-660100000000.00
W250X32.7,32.70,4190.00,-403600000000.00,-662900000000.00
W250X28.4,28.40,3630.00,-405300000000.00,-665700000000.00
W250X25.3,25.30,3220.00,-407000000000.00,-668500000000.00
W250X22.3,22.30,2850.00,-408700000000.00,-671300000000.00
W250X17.9,17.90,2280.00,-410400000000.00,-674100000000.00
W200X100,100.00,12700.00,-412100000000.00,-676900000000.00
W200X86,86.00,11000.00,-413800000000.00,-679700000000.00
W200X71,71.00,9100.00,-415500000000.00,-682500000000.00
W200X59,59.00,7550.00,-417200000000.00,-685300000000.00
W200X52,52.00,6650.00,-418900000000.00,-688100000000.00
W200X46.1,46.10,5890.00,-420600000000.00,-690900000000.00
W200X41.7,41.70,5320.00,-422300000000.00,-693700000000.00
W200X35.9,35.90,4570.00,-424000000000.00,-696500000000.00
W200X31.3,31.30,3970.00,-425700000000.00,-699300000000.00
W200X26.6,26.60,3390.00,-427400000000.00,-702100000000.00
W200X22.5,22.50,2860.00,-429100000000.00,-704900000000.00
W200X19.3,19.30,2480.00,-430800000000.00,-707700000000.00
W200X15,15.00,1910.00,-432500000000.00,-710500000000.00
W150X37.1,37.10,4740.00,-434200000000.00,-713300000000.00
W150X29.8,29.80,3790.00,-435900000000.00,-716100000000.00
W150X22.5,22.50,2860.00,-437600000000.00,-718900000000.00
W150X24,24.00,3060.00,-439300000000.00,-721700000000.00
W150X18,18.00,2290.00,-441000000000.00,-724500000000.00
W150X13.5,13.50,1730.00,-442700000000.00,-727300000000.00
W150X13,13.00,1630.00,-444400000000.00,-730100000000.00
W130X28.1,28.10,3590.00,-446100000000.00,-732900000000.00
W130X23.8,23.80,3040.00,-447800000000.00,-735700000000.00
W100X19.3,19.30,2470.00,-449500000000.00,-738500000000.00
M318X18.5,18.50,2340.00,-451200000000.00,-741300000000.00
M318X17.3,17.30,2190.00,-452900000000.00,-744100000000.00
M310X17.6,17.60,2240.00,-454600000000.00,-746900000000.00
M310X16.1,16.10,2050.00,-456300000000.00,-749700000000.00
M310X14.9,14.90,1900.00,-458000000000.00,-752500000000.00
M250X13.4,13.40,1710.00,-459700000000.00,-755300000000.00
M250X11.9,11.90,1530.00,-461400000000.00,-758100000000.00
M250X11.2,11.20,1430.00,-463100000000.00,-760900000000.00
M200X9.7,9.70,1240.00,-464800000000.00,-763700000000.00
M200X9.2,9.20,1170.00,-466500000000.00,-766500000000.00
M150X6.6,6.60,832.00,-468200000000.00,-769300000000.00
M150X5.5,5.50,703.00,-469900000000.00,-772100000000.00
M130X28.1,28.10,3590.00,-471600000000.00,-774900000000.00
M100X8.9,8.90,1130.00,-473300000000.00,-777700000000.00
M100X6.1,6.10,819.00,-475000000000.00,-780500000000.00
M100X5.1,5.10,652.00,-476700000000.00,-783300000000.00
M100X4.8,4.80,652.00,-478400000000.00,-786100000000.00
M100X4.3,4.30,590.00,-480100000000.00,-788900000000.00
S610X180,180.00,22900.00,-481800000000.00,-791700000000.00
S610X158,158.00,20100.00,-483500000000.00,-794500000000.00
S610X149,149.00,18900.00,-485200000000.00,-797300000000.00
S610X134,134.00,17100.00,-486900000000.00,-800100000000.00
S610X119,119.00,15200.00,-488600000000.00,-802900000000.00
S510X143,143.00,18200.00,-490300000000.00,-805700000000.00
S510X128,128.00,16300.00,-492000000000.00,-808500000000.00
S510X112,112.00,14200.00,-493700000000.00,-811300000000.00
S510X98.2,98.20,12500.00,-495400000000.00,-814100000000.00
S460X104,104.00,13200.00,-497100000000.00,-816900000000.00
S460X81.4,81.40,10300.00,-498800000000.00,-819700000000.00
S380X74,74.00,9480.00,-500500000000.00,-822500000000.00
S380X64,64.00,8130.00,-502200000000.00,-825300000000.00
S310X74,74.00,9480.00,-503900000000.00,-828100000000.00
S310X60.7,60.70,7680.00,-505600000000.00,-830900000000.00
S310X52,52.00,6580.00,-507300000000.00,-833700000000.00
S310X47.3,47.30,6010.00,-509000000000.00,-836500000000.00
S250X52,52.00,6650.00,-510700000000.00,-839300000000.00
S250X37.8,37.80,4810.00,-512400000000.00,-842100000000.00
S200X34,34.00,4360.00,-514100000000.00,-844900000000.00
S200X27.4,27.40,3480.00,-515800000000.00,-847700000000.00
S150X25.7,25.70,3260.00,-517500000000.00,-850500000000.00
S150X18.6,18.60,2360.00,-519200000000.00,-853300000000.00
S130X15,15.00,1890.00,-520900000000.00,-856100000000.00
S100X14.1,14.10,1800.00,-522600000000.00,-858900000000.00
S100X11.5,11.50,1460.00,-524300000000.00,-861700000000.00
S75X11.2,11.20,1420.00,-526000000000.00,-864500000000.00
S75X8.5,8.50,1070.00,-527700000000.00,-867300000000.00
HP460X304,304.00,38800.00,-529400000000.00,-870100000000.00
HP460X269,269.00,34300.00,-531100000000.00,-872900000000.00
HP460X234,234.00,29800.00,-532800000000.00,-875700000000.00
HP460X202,202.00,25700.00,-534500000000.00,-878500000000.00
HP410X272,272.00,34900.00,-536200000000.00,-881300000000.00
HP410X242,242.00,30800.00,-537900000000.00,-884100000000.00
HP410X211,211.00,26900.00,-539600000000.00,-886900000000.00
HP410X181,181.00,23100.00,-541300000000.00,-889700000000.00
HP410X151,151.00,19300.00,-543000000000.00,-892500000000.00
HP410X131,131.00,16600.00,-544700000000.00,-895300000000.00
HP360X174,174.00,22200.00,-546400000000.00,-898100000000.00
HP360X152,152.00,19400.00,-548100000000.00,-900900000000.00
HP360X132,132.00,16800.00,-549800000000.00,-903700000000.00
HP360X108,108.00,13800.00,-551500000000.00,-906500000000.00
HP310X125,125.00,15900.00,-553200000000.00,-909300000000.00
HP310X110,110.00,14100.00,-554900000000.00,-912100000000.00
HP310X93,93.00,11900.00,-556600000000.00,-914900000000.00
HP310X79,79.00,10000.00,-558300000000.00,-917700000000.00
HP250X85,85.00,10800.00,-560000000000.00,-920500000000.00
HP250X62,62.00,8000.00,-561700000000.00,-923300000000.00
HP200X53,53.00,6840.00,-563400000000.00,-926100000000.00
C380X74,74.00,9480.00,-565100000000.00,-928900000000.00
C380X60,60.00,7610.00,-566800000000.00,-931700000000.00
C380X50.4,50.40,6450.00,-568500000000.00,-934500000000.00
C310X45,45.00,5680.00,-570200000000.00,-937300000000.00
C310X37,37.00,4740.00,-571900000000.00,-940100000000.00
C310X30.8,30.80,3920.00,-573600000000.00,-942900000000.00
C250X45,45.00,5680.00,-575300000000.00,-945700000000.00
C250X37,37.00,4740.00,-577000000000.00,-948500000000.00
C250X30,30.00,3790.00,-578700000000.00,-951300000000.00
C250X22.8,22.80,2890.00,-580400000000.00,-954100000000.00
C230X30,30.00,3790.00,-582100000000.00,-956900000000.00
C230X22,22.00,2840.00,-583800000000.00,-959700000000.00
C230X19.9,19.90,2540.00,-585500000000.00,-962500000000.00
C200X27.9,27.90,3550.00,-587200000000.00,-965300000000.00
C200X20.5,20.50,2600.00,-588900000000.00,-968100000000.00
C200X17.1,17.10,2170.00,-590600000000.00,-970900000000.00
C180X22,22.00,2790.00,-592300000000.00,-973700000000.00
C180X18.2,18.20,2320.00,-594000000000.00,-976500000000.00
C180X14.6,14.60,1850.00,-595700000000.00,-979300000000.00
C150X19.3,19.30,2460.00,-597400000000.00,-982100000000.00
C150X15.6,15.60,1980.00,-599100000000.00,-984900000000.00
C150X12.2,12.20,1540.00,-600800000000.00,-987700000000.00
C130X13,13.00,1700.00,-602500000000.00,-990500000000.00
C130X10.4,10.40,1270.00,-604200000000.00,-993300000000.00
C100X10.8,10.80,1370.00,-605900000000.00,-996100000000.00
C100X9.3,9.30,1140.00,-607600000000.00,-998900000000.00
C100X8,8.00,1020.00,-609300000000.00,-1001700000000.00
C100X6.7,6.70,890.00,-611000000000.00,-1004500000000.00
C75X8.9,8.90,1140.00,-612700000000.00,-1007300000000.00
C75X7.4,7.40,948.00,-614400000000.00,-1010100000000.00
C75X6.1,6.10,774.00,-616100000000.00,-1012900000000.00
C75X5.2,5.20,703.00,-617800000000.00,-1015700000000.00
MC460X86,86.00,11000.00,-619500000000.00,-1018500000000.00
MC460X77.2,77.20,9870.00,-621200000000.00,-1021300000000.00
MC460X68.2,68.20,8710.00,-622900000000.00,-1024100000000.00
MC460X63.5,63.50,8130.00,-624600000000.00,-1026900000000.00
MC330X74,74.00,9480.00,-626300000000.00,-1029700000000.00
MC330X60,60.00,7550.00,-628000000000.00,-1032500000000.00
MC330X52,52.00,6650.00,-629700000000.00,-1035300000000.00
MC330X47.3,47.30,6030.00,-631400000000.00,-1038100000000.00
MC310X74,74.00,9480.00,-633100000000.00,-1040900000000.00
MC310X67,67.00,8520.00,-634800000000.00,-1043700000000.00
MC310X60,60.00,7610.00,-636500000000.00,-1046500000000.00
MC310X52,52.00,6650.00,-638200000000.00,-1049300000000.00
MC310X46,46.00,5880.00,-639900000000.00,-1052100000000.00
MC310X21.3,21.30,2700.00,-641600000000.00,-1054900000000.00
MC310X15.8,15.80,2000.00,-643300000000.00,-1057700000000.00
MC250X61.2,61.20,7810.00,-645000000000.00,-1060500000000.00
MC250X50,50.00,6370.00,-646700000000.00,-1063300000000.00
MC250X42.4,42.40,5400.00,-648400000000.00,-1066100000000.00
MC250X37,37.00,4740.00,-650100000000.00,-1068900000000.00
MC250X33,33.00,4160.00,-651800000000.00,-1071700000000.00
MC250X12.5,12.50,1590.00,-653500000000.00,-1074500000000.00
MC250X9.7,9.70,1260.00,-655200000000.00,-1077300000000.00
MC230X37.8,37.80,4820.00,-656900000000.00,-1080100000000.00
